Species,Set.ID,Set.Name,Set.Tag,Source.Database,Version.information,Set.Size,Set.Composition,Description,X,X.1
Homo sapiens,PWY-5874,Heme degradation I,Metabolism,HumanCyc,Version 21.5 realased in 2017,12,"HMDB0059597, HMDB0000217, HMDB0001361, HMDB0001377, HMDB0000054, HMDB0001487, HMDB0000692, HMDB0000221, HMDB0000902, HMDB0001008, HMDB0002111, HMDB0003178","Pathway Summary from MetaCyc:
The heme degradation pathway that is found in animals is based on the activity of EC 1.14.14.18, heme oxygenase (biliverdin-producing) [Tenhunen68]. This enzyme catayzes the opening of the tetrapyrrole macrocycle of heme b, forming (Z,Z)-biliverdin-IX ¦Á, Fe2+, and carbon monoxide. The enzyme uses heme as both a substrate and a cofactor, and has been purified from many animals, including humans [Tenhunen69, Yoshida78, Yoshida79, Rotenberg91, Schuller99]. After the enzyme binds ferric-heme, one electron is donated by EC 1.6.2.4, NADPH¡ªhemoprotein reductase, converting the heme-iron to the ferrous state. Molecular oxygen then binds the reduced pentacoordinate heme to form a meta-stable oxy complex. A one electron reduction and protonation yields a ferric-hydroperoxo complex that self-hydroxylates at the ¦Á-meso carbon. The ferric ¦Á-hydroxyheme is then converted to biliverdin through multiple oxidoreductive steps and a verdoheme intermediate [Schuller99, Unno07]. It should be noted that a very similar enzyme also occurs on some bacteria, although the electron donor for the bacterial enzyme is different [Wilks98, Zhu00].
In animals (Z,Z)-biliverdin-IX ¦Á is reduced to (Z,Z)-bilirubin-IX ¦Á by EC 1.3.1.24, biliverdin reductase. This cytosolic enzyme was originally discovered in Guinea pig liver [Singleton65], and has been characterized from several mammals, including rat and humans [Maines93, Maines96]. Two forms of biliverdin-IX ¦Á reductase and two forms of biliverdin-IX ¦Â reductase have been purified from human liver [Yamaguchi94].
Bilirubin is an effective chain-breaking antioxidant in vitro [Stocker87], although it has been questioned whether if fulfills this role in vivo [Fauchere94]. Proposed roles for bilirubin in vivo include a scavenger of nitric oxide [Mancuso03] and an endogenous modulator of neurotrophin redox signaling [Mancuso08].
Unconjugated bilirubin is extremely water insoluble. It is carried (mostly by albumin) to the liver, where it is converted to glucuronides, which are water soluble. The glucuronides are eventually excreted in bile. Glucuronated forms include two positional isomers of a monoglucuronoside ( C8-¦Â-glucuronosyl-bilirubin-IX ¦Á and C12-¦Â-glucuronosyl-bilirubin-IX ¦Á) as well as bis(¦Â-glucosyluronate)bilirubin-IX ¦Á [Jansen71, Gordon76, Blanckaert80]. Two glucuronosyltransferases, encoded by the UGT1A1 and UGT1A4 genes, have been associated with this process. Both catalyze the formation of both monoglucuronoside isomers as well as the bisglucuronoside.
It should be noted that while most of the bilirubin in adult humans is the ¦Á form, it is the ¦Â form that predominates in fetal bile. Other enzymes are responsible for the degradation of the ¦Â form [Yamaguchi94, Komuro96].",NA,
Homo sapiens,PWY-5905,Hypusine biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,5,"HMDB0059597, HMDB0001257, HMDB0001377, HMDB0002111, HMDB0000002","Summary:
The eukaryotic translation initiation factor 5A (eIF-5A) must be activated by post translational modification before it can participate in the initiation of protein synthesis. The modification involves the addition of a n-butylamine residue (derived from spermidine) to a highly conserved lysine in the eIF-5A protein. This results in the formation of an unusual amino acid called hypusine. The biosynthesis of hypusine occurs exclusively within the eIF-5A precursor, and is catalyzed by two enzymatic steps, deoxyhypusine synthase (DHS) and Deoxyhypusine hydroxylase (DOHH).

The strict substrate specificity for hypusine modification provides possible drug targeting of these enzymes, particularly in aberrant cell proliferation [Wolff07].",NA,
Homo sapiens,PWY-5920,Heme biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,18,"HMDB0059597, HMDB0001261, HMDB0000241, HMDB0001377, HMDB0001149, HMDB0041827, HMDB0000692, HMDB0001137, HMDB0001423, HMDB0001967, HMDB0000245, HMDB0000123, HMDB0001022, HMDB0003125, HMDB0001097, HMDB0002111, HMDB0003178, HMDB0001086",,NA,
Homo sapiens,PWY-5941,Glycogenolysis,Metabolism,HumanCyc,Version 21.5 realased in 2017,7,"HMDB0000516, HMDB0003498, HMDB0002142, HMDB0003345, HMDB0001586, HMDB0002111",,NA,
Homo sapiens,PWY-5963,Thio-molybdenum cofactor biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,6,"HMDB0059597, HMDB0000161, HMDB0000574, HMDB0002111","General Background:
The transition element molybdenum (Mo) has been long known as an essential micronutrient across the kingdoms of plants, animals, fungi and bacteria. However, molybdate itself is catalytically inactive and, with the exception of bacterial nitrogenase, needs to be activated through complexation by a special cofactor. This molybdenum cofactor (moco) consists of a unique tricyclic pterin compound (molybdopterin) containing a Mo-binding and -coordinating dithiolene group. Moco finally binds to diverse apoproteins and confers activity to the resulting holoproteins ubiquitously involved in essential redox reactions in the global C-, N-, and S-cycles [Hille96] [Hansch05].

Although molybdenum enzymes are found in all organism kingdoms only four enzymes have been reported in plants so far [Mendel02]. However, the importance of those enzymes is highlighted by the fact that unavailability of Mo, hence failure to complement the apoproteins with moco is lethal for the organism. Moco enzymes in plants are subdivided into two classes, assimilatory nitrate reductase (NADH) [Crawford88] and sulfite oxidase [Eilers01] originating from the dioxo-form of moco and xanthine dehydrogenase [Hesberg04] and aldehyde oxidase / indole-3-acetaldehyde oxidase / abscisic aldehyde oxidase [Seo00] that require the addition of a terminal inorganic sulfur to the Mo center (sulfo-form of moco) for enzymatic activity.

The chemical nature and biosynthesis of moco has been investigated in detail in bacteria, e.g. [Wuebbens95, Pitterle93, Pitterle93a, Rajagopalan92, SantamariaArauj04]. The group of R.R. Mendel (TU Braunschweig) has considerably contributed to the corresponding research in plants which results have been summarized in several excellent reviews [Schwarz06, Mendel06, Mendel02, Mendel05, Mendel97].

About This Pathway:
Plant enzymes such as aldehyde oxidase (AO) and xanthine dehydrogenase (XDH) depend on the sulfo-form of molybdenum cofactor (moco). The so called maturation of moco involves the addition of sulfur to the Mo center. In eukaryotes this reaction is catalyzed by EC 2.8.1.9, molybdenum cofactor sulfurtransferase (e.g. the plant ABA3) [Bittner01, Heidenreich05]. This enzyme is a two-domain protein. The N-terminal ABA3-NifS domain generates an enzyme-bound persulfide intermediate whereas the C-terminal domain is probably involved in recognizing target enzymes and posttranslational activation of ABA3 [Bittner01].

Prokaryotes do not have such an enzyme. In prokaryotes MoCo first binds to a chaperone before it is sulfurylated by EC 2.8.1.7, cysteine desulfurase. See for example bis(guanylyl molybdopterin) cofactor sulfurylation and cytidylyl molybdenum cofactor sulfurylation.",NA,
Homo sapiens,PWY-5972,Stearate biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,17,"HMDB0059597, HMDB0000827, HMDB0001114, HMDB0000217, HMDB0001175, HMDB0000220, HMDB0006498, HMDB0000538, HMDB0001967, HMDB0000221, HMDB0001423, HMDB0001338, HMDB0000250, HMDB0012715, HMDB0062633, HMDB0002111, HMDB0000045","stearate is a saturated fatty acid that occurs in many animal and vegetable fats and oils. It is an important constituent of milk fats, lard, and cocoa and shea butters. Stearate was first described by Michel Eugene Chevreul in 1823, and its name comes from Greek for ""hard fat"", reflecting the fact that stearate forms a waxy solid [Sampath05].

In animals the precursor of stearate, palmitate, is produced by the fatty acid synthase (FAS) complex, which is found in the cytoplasm (see palmitate biosynthesis (cytoplasm)). Further elongation, starting with stearate, is performed mainly in the ER by several membrane-bound enzymes. The enzymatic steps involved in the elongation process are principally the same as those carried out by FAS. However, the four principal successive steps of the elongation are performed by individual proteins, which may be physically associated [Nugteren65, Jakobsson06].

Prior to elongation, palmitate is activated to palmitoyl-CoA by long-chain-fatty-acid--CoA ligase 1 or a similar isozyme. The activated form is the substrate for the key enzyme of the pathway, the condensing enzyme, or elongase, which determines the rate of fatty acid elongation. Six distinct fatty acid elongase (Elovl) subtypes are present in the mouse, rat, and human genomes. However, only two of them, ELOVL1 and ELOVL6, are taking part in the elongation of palmitoyl-CoA to stearate in the ER.

Several attempts that have been made to purify the enzymes involved in the microsomal elongation process were largely unsuccessful, owing to the hydrophobic properties of the proteins [Jakobsson06]. One exception was the partial purification of 3-hydroxyacyl-CoA dehydrase from rat liver microsomes [Bernert79].",NA,
Homo sapiens,PWY-5994,Palmitate biosynthesis (cytoplasm),Metabolism,HumanCyc,Version 21.5 realased in 2017,10,"HMDB0059597, HMDB0000217, HMDB0000638, HMDB0000220, HMDB0001967, HMDB0000221, HMDB0001423, HMDB0001338, HMDB0002111, HMDB0001175","General Background:
Fatty acids are key building blocks for the phospholipid components of cell membranes and are determinants of intracellular communication, in the form of lipid second messengers [Prieschl00], and fatty acyl moieties of proteins that modify their location and function [Resh99].

There are two basic types of fatty acid (FAS) biosynthesis mechanisms, named type I and type II. The type I system is found in mammals and lower eukaryotes. The mammalian system consists of a single gene product that contains all of the reaction centers required to produce a fatty acid (see fatty acid synthase from Homo sapiens), while the system of lower eukaryotes (such as yeast) consists of two genes, whose polypeptide products combine to form a multifunctional complex (see fatty acid synthase from Saccharomyces cerevisiae).

Type II systems are found in bacteria, plants [White05], parasites of the Apicomplexa phylum [Ferguson07] and mitochondria [Zhang03a, Miinalainen03]. The reactions in these systems are catalyzed by a series of individual soluble proteins that are each encoded by a discrete gene, and the pathway intermediates are transferred between the enzymes as thioesters of a soluble [acyl-carrier protein].

Both systems operate in animals - the type I system, based on the fatty acid synthase enzyme, operates in the cytosol (this pathway), while a type II system operates in the mitochondria (see myristate biosynthesis (mitochondria)).

About This Pathway:
Mammalian fatty acid synthase enzymes are homodimers whose gigantic subunits (about 240 kDa) are encoded by a single gene [Guy78]. Each subunit is multifunctional protein, whose main function is to catalyze the synthesis of palmitate from acetyl-CoA and malonyl-CoA in the presence of NADPH. The two subunits are arranged in a head to tail fashion, and each subunit contains, in addition to an acyl-carrier-protein (acp) domain, additional domains that catalyze 7 different catalytic activities.

The complex catalyzes seven successive cycles, and the final product is palmitoyl-CoA. Although small amounts of stearate are sometimes formed through the actions of FAS, the process generally stops at 16 carbons, and palmitate is released from the ACP moiety [Sampath05].

A general description of the reactions catalyzed by the mammalian fatty acid synthase complex is provided by EC reaction 2.3.1.85:

acetyl-CoA + n malonyl-CoA + 2n NADPH + 2n H+ ¡ú a long-chain fatty acid + n CO2 + (n+1) coenzyme A + 2n NADP+

Palmitate is one of the most common saturated fatty acids found in animals and plants. It was discovered by Edmond Fremy in 1840 in saponified palm oil, of which it is a major component, hence its name.",NA,
Homo sapiens,PWY-5996,Oleate biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,7,"HMDB0059597, HMDB0000573, HMDB0001114, HMDB0001377, HMDB0001322, HMDB0001423, HMDB0002111","oleate (oleic acid) is a monounsaturated fatty acid that makes up 55-80% of olive oil (although the free acid may consist only 0.5-2.5%) and 15-20% of grape seed oil and sea buckthorn oil.

Oleate synthesis occurs within membrane-bound systems. The enzymes that produce oleate have been isolated from mammalian liver and found to be specific for stearoyl-CoA.

An NADH-dependent stearoyl-CoA ¦¤9-desaturase system has been isolated from rat liver microsomes [Strittmatter74]. The desaturase is a single polypeptide that contains one atom of non-heme iron, and utilizes molecular oxygen and electrons from a ferrocytochrome b5 to catalyze the insertion of a double bond into a spectrum of fatty acyl-CoA substrates in the range of 12-19 carbons, including palmitoyl-CoA and stearoyl-CoA [Strittmatter74].",NA,
Homo sapiens,PWY-6,GDP-L-fucose biosynthesis II (from L-fucose),Metabolism,HumanCyc,Version 21.5 realased in 2017,8,"HMDB0001341, HMDB0059597, HMDB0000174, HMDB0001273, HMDB0000538, HMDB0000250, HMDB0001265",,NA,
Homo sapiens,PWY-6000,gamma-linolenate biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,9,"HMDB0001377, HMDB0000673, HMDB0001423, HMDB0000538, HMDB0000250, HMDB0006368, HMDB0000045, HMDB0002111, HMDB0001064","General Background:
¦Ã-linolenate (GLA) is a polyunsaturated (18:3) ¦Ø-6 fatty acid (the 6 refers to the position of the first double bond from the methyl end of the fatty acid). It is synthesized from linoleate by ¦¤6 desaturase enzymes. Unlike its precursor, GLA is not an essential fatty acid, since humans possess a ¦¤6 desaturase enzyme.
GLA is of major importance, being the precursor for the synthesis of several ¦¤6-desaturated fatty acids, such as arachidonate and (5Z,8Z,11Z,14Z,17Z)-icosapentaenoate (see arachidonate biosynthesis I (6-desaturase, lower eukaryotes)). ¦¤6-desaturated fatty acids have roles in the maintenance of membrane structure and function, in the regulation of cholesterol synthesis and transport, in the prevention of water loss from the skin, and as precursors of eicosanoids, including prostaglandins and leucotrienes [Horrobin92].

About This Pathway:
Although humans possess a ¦¤6-desaturase, they lack a ¦¤12 and ¦¤15 desaturases, and thus linoleate, the precursor for GLA biosynthesis, is an essential fatty acid that must be obtained through their diet.
Desaturation reactions in humans require oxygen, and are catalyzed by a microsomal membrane-bound three-component enzyme complex that includes Cytochrome b5, an NADH-cytochrome b5 reductase 3, and the fatty acid desaturase ¦¤6 linoleoyl-CoA desaturase complex.",NA,
Homo sapiens,PWY-6030,Serotonin and melatonin biosynthesis,Metabolism,HumanCyc,Version 21.5 realased in 2017,15,"HMDB0059597, HMDB0001389, HMDB0001238, HMDB0001185, HMDB0002281, HMDB0000259, HMDB0001206, HMDB0001423, HMDB0001967, HMDB0000929, HMDB0001377, HMDB0059658, HMDB0000939","Background:
Serotonin and melatonin are both derived from the amino acid L-tryptophan. Serotonin is a monoamine neurotransmitter found in the CNS and gut. In the CNS, it is causally involved in the regulation of mood, sleep, appetite, memory and learning [Popova06]. Modulation of serotonin at synapses is the modus operandi of several classes of antidepressants. Serotonin in the periphery is expressed in the enterochromaffin cells of the gastrointestinal tract and regulates gut motility. Released from the enterochromaffin cells, it is taken up by platelets and plays a role in primary homeostasis and cell mediated immune responses [Berger09]. Circulating serotonin derived from peripheral tissues is primarily metabolized in the liver to 5-hydroxyindole acetate, which is excreted in the urine, see serotonin degradation.

Melatonin is a hormone regulating a number of different physiological functions including sleep induction, circadian rhythm, oxidative stress and immune response [Vanecek98]. It is synthesized nocturnally in the pineal gland [Reiter10].

About this Pathway:
The biosynthesis of serotonin and melatonin utilize some common reactions starting from L-tryptophan. Tryptophan hydroxylase catalyzes the rate-limiting step of serotonin biosynthesis, the oxidation of L-tryptophan to 5-hydroxy-L-tryptophan [Wang02b]. The reaction, which occurs in the presence of molecular oxygen, requires a tetrahydrobiopterin as a cofactor. Aromatic L-amino-acid decarboxylase is a pyridoxal 5-phosphate (PLP)-dependent enzyme that catalyzes the decarboxylation of 5-hydroxy-L-tryptophan to the indoleamine serotonin [SumiIchinose92].

Serotonin N-acetyltransferase catalyzes the N-acetylation of serotonin to N-acetylserotonin, the rate-limiting step in melatonin synthesis. It is this enzyme which controls the circadian rhythm of melatonin production by the pineal gland. In all vertebrates, enzyme activity is highest at night time and activity decreases very rapidly upon exposure to light [Klein97]. Rhythms in the mammalian pineal gland are set by afferent information derived from the endogenous clock in the hypothalamic suprachiasmatic nucleus (SCN).

Acetylserotonin O-methyltransferase is the last enzyme of the melatonin biosynthesis pathway, catalyzing the transfer of a methyl group from S-adenosyl-L-methionine onto N-acetyl-serotonin, to produce melatonin.

Melatonin levels are under strong genetic influence and have heterogeneous expression among individuals [Stehle11]. Abnormal melatonin synthesis has been reported as a risk factor for a variety of medical conditions, such as diabetes and psychiatric disorders [Barnard08].",NA,
